,КодЗаказа,КодТовара,Цена_x,Количество,Скидка,Марка,КодПоставщика,КодТипа,ЕдиницаИзмерения,Цена_y,НаСкладе,Ожидается,МинимальныйЗапас,ПоставкиПрекращены,Категория,Описание
459,10657,60,340.0,30,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
460,10658,60,340.0,55,0.050000000700000005,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
461,10684,60,340.0,30,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
462,10709,60,340.0,10,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
463,10728,60,340.0,15,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
464,10742,60,340.0,50,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
465,10768,60,340.0,15,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
466,10829,60,340.0,21,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
467,10830,60,340.0,30,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
468,10836,60,340.0,60,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
469,10847,60,340.0,45,0.200000003,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
470,10895,60,340.0,100,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
471,10917,60,340.0,10,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
472,10918,60,340.0,25,0.25,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
473,10938,60,340.0,49,0.25,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
474,10954,60,340.0,24,0.150000006,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
475,10963,60,340.0,2,0.150000006,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
476,10995,60,340.0,4,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
477,11009,60,340.0,9,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
478,11012,60,340.0,36,0.050000000700000005,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
479,11056,60,340.0,50,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
480,11058,60,340.0,21,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
481,11059,60,340.0,35,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
482,11060,60,340.0,4,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
483,11061,60,340.0,15,0.0,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
484,11077,60,340.0,2,0.0599999987,Raclette Courdavault,28,4,5 кг упаковка,2475.0,79,0,0,0,Молочные продукты,"Сыры, творог, сметана и пр."
485,10253,31,100.0,20,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
486,10272,31,100.0,40,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
487,10273,31,100.0,15,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
488,10325,31,100.0,4,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
489,10335,31,100.0,25,0.200000003,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
490,10342,31,100.0,56,0.200000003,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
491,10356,31,100.0,30,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
492,10359,31,100.0,70,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
493,10363,31,100.0,20,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
494,10374,31,100.0,30,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
495,10376,31,100.0,42,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
496,10390,31,100.0,60,0.10000000099999999,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
497,10393,31,100.0,32,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
498,10423,31,100.0,14,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
499,10446,31,100.0,3,0.10000000099999999,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
500,10475,31,100.0,35,0.150000006,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
501,10496,31,100.0,20,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
502,10536,31,125.0,20,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
503,10537,31,125.0,30,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
504,10549,31,125.0,55,0.150000006,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
505,10553,31,125.0,30,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
506,10564,31,125.0,6,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
507,10567,31,125.0,60,0.200000003,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
508,10569,31,125.0,35,0.200000003,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
509,10576,31,125.0,20,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
510,10584,31,125.0,50,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
511,10659,31,125.0,20,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
512,10668,31,125.0,8,0.10000000099999999,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
513,10680,31,125.0,20,0.25,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
514,10705,31,125.0,20,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
515,10722,31,125.0,50,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
516,10730,31,125.0,3,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
517,10747,31,125.0,8,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
518,10768,31,125.0,50,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
519,10773,31,125.0,70,0.200000003,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
520,10774,31,125.0,2,0.25,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
521,10776,31,125.0,16,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
522,10782,31,125.0,1,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
523,10783,31,125.0,10,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
524,10812,31,125.0,16,0.10000000099999999,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
525,10826,31,125.0,35,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
526,10833,31,125.0,9,0.10000000099999999,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
527,10855,31,125.0,14,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
528,10886,31,125.0,35,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
529,10941,31,125.0,44,0.25,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
530,10945,31,125.0,10,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
531,10953,31,125.0,50,0.050000000700000005,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
532,10954,31,125.0,25,0.150000006,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
533,10979,31,125.0,24,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
534,11016,31,125.0,15,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
535,11070,31,125.0,20,0.0,Original Frankfurter grune Sosse,12,2,12 коробок,585.0,32,0,15,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
536,10253,39,144.0,42,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
537,10257,39,144.0,6,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
538,10297,39,144.0,60,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
539,10305,39,144.0,30,0.10000000099999999,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
540,10323,39,144.0,4,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
541,10347,39,144.0,50,0.150000006,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
542,10361,39,144.0,54,0.10000000099999999,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
543,10377,39,144.0,20,0.150000006,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
544,10445,39,144.0,6,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
545,10455,39,144.0,20,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
546,10477,39,144.0,20,0.25,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
547,10508,39,180.0,10,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
548,10577,39,180.0,10,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
549,10614,39,180.0,5,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
550,10643,39,180.0,21,0.25,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
551,10647,39,180.0,20,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
552,10654,39,180.0,20,0.10000000099999999,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
553,10661,39,180.0,3,0.200000003,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
554,10762,39,180.0,16,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
555,10764,39,180.0,130,0.10000000099999999,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
556,10784,39,180.0,2,0.150000006,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
557,10827,39,180.0,21,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
558,10830,39,180.0,28,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
559,10840,39,180.0,10,0.200000003,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
560,10865,39,180.0,80,0.050000000700000005,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
561,10895,39,180.0,45,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
562,10899,39,180.0,8,0.150000006,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
563,10977,39,180.0,30,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
564,11069,39,180.0,20,0.0,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
565,11077,39,180.0,2,0.050000000700000005,Cote de Blaye,18,1,12 бутылок по 75 мл,11857.5,17,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
566,10253,49,160.0,40,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
567,10290,49,160.0,15,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
568,10304,49,160.0,30,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
569,10360,49,160.0,35,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
570,10400,49,160.0,30,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
571,10404,49,160.0,30,0.050000000700000005,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
572,10456,49,160.0,21,0.150000006,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
573,10481,49,160.0,24,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
574,10499,49,200.0,25,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
575,10539,49,200.0,6,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
576,10603,49,200.0,25,0.050000000700000005,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
577,10612,49,200.0,18,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
578,10804,49,200.0,4,0.150000006,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
579,10868,49,200.0,42,0.10000000099999999,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
580,10875,49,200.0,15,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
581,10882,49,200.0,20,0.150000006,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
582,10910,49,200.0,10,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
583,10942,49,200.0,28,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
584,10967,49,200.0,40,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
585,11019,49,200.0,2,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
586,11039,49,200.0,60,0.0,Chocolade,8,3,10 упаковок,573.75,15,70,25,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
587,10254,24,36.0,15,0.150000006,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
588,10275,24,36.0,12,0.050000000700000005,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
589,10280,24,36.0,12,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
590,10281,24,36.0,6,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
591,10293,24,36.0,10,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
592,10352,24,36.0,10,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
593,10355,24,36.0,25,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
594,10358,24,36.0,10,0.050000000700000005,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
595,10386,24,36.0,15,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
596,10387,24,36.0,15,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
597,10446,24,36.0,20,0.10000000099999999,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
598,10465,24,36.0,25,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
599,10467,24,36.0,28,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
600,10472,24,36.0,80,0.050000000700000005,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
601,10498,24,45.0,14,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
602,10512,24,45.0,10,0.150000006,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
603,10518,24,45.0,5,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
604,10520,24,45.0,8,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
605,10541,24,45.0,35,0.10000000099999999,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
606,10555,24,45.0,18,0.200000003,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
607,10565,24,45.0,25,0.10000000099999999,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
608,10597,24,45.0,35,0.200000003,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
609,10620,24,45.0,5,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
610,10623,24,45.0,3,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
611,10648,24,45.0,15,0.150000006,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
612,10695,24,45.0,20,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
613,10704,24,45.0,35,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
614,10763,24,45.0,20,0.0,Outback Lager,7,1,24 бутылки по 355 мл,675.0,15,10,30,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
